id,sku,http_status,ok,payload_keys,price_fields_written,error
4001,4139-12R,200,True,description|meta_description|meta_title|short_description|specifications,none,
3999,4139-10Q,200,True,description|meta_description|meta_title|short_description|specifications,none,
3997,4130-1,200,True,description|meta_description|meta_title|short_description|specifications,none,
3995,4129-8PN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3994,4129-8P,200,True,description|meta_description|meta_title|short_description|specifications,none,
3992,4129-30TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3990,4129-30T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3989,4129-28TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3987,4129-28T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3985,4129-27TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3984,4129-27T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3982,4129-26TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3981,4129-26T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3980,4129-25TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3978,4129-25T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3976,4129-24TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3975,4129-24T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3973,4129-22TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3972,4129-22T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3970,4129-20TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3969,4129-20T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3968,4129-18TN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3967,4129-18T,200,True,description|meta_description|meta_title|short_description|specifications,none,
3965,4129-16RN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3963,4129-14RN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3962,4129-14R,200,True,description|meta_description|meta_title|short_description|specifications,none,
3960,4129-12RN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3959,4129-12R,200,True,description|meta_description|meta_title|short_description|specifications,none,
3957,4129-10QN,200,True,description|meta_description|meta_title|short_description|specifications,none,
3956,4129-10Q,200,True,description|meta_description|meta_title|short_description|specifications,none,
3954,3227-6,200,True,description|meta_description|meta_title|short_description|specifications,none,
3952,3203-9A,200,True,description|meta_description|meta_title|short_description|specifications,none,
3950,3203-8A,200,True,description|meta_description|meta_title|short_description|specifications,none,
3949,3203-7A,200,True,description|meta_description|meta_title|short_description|specifications,none,
