id,sku,name,is_active,has_short,has_long,tech_count
4110,8301-1200,ترازو دیجیتال اینسایز (Insize) 0.2-1200g مدل 1200-8301,,False,False,1
4108,8203-CW1T,ترازو جرثقیل الکترونیکی اینسایز (Insize) 10-1000kg مدل 8203-CW1T,,False,False,1
4107,8203-CW05T,ترازو جرثقیل الکترونیکی اینسایز (Insize) 4-500kg مدل 8203-CW05T,,False,False,1
4106,8203-CW03T,ترازو جرثقیل الکترونیکی اینسایز (Insize) 2-300kg مدل 8203-CW03T,,False,False,1
4104,8101-30,ترازو دیجیتال شمارش دار اینسایز (Insize) 20g تا 30kg مدل 30-8101,,False,False,1
4102,8003-6,ترازو دیجیتال اینسایز (Insize) 10 گرم تا 6 کیلوگرم مدل 6-8003,,False,False,2
4101,8003-10,ترازو دیجیتال اینسایز (Insize) 20 گرم تا 10 کیلوگرم مدل 10-8003,,False,False,2
4100,7527-2D,ذره بین 10x چراغ دار اینسایز (Insize) مدل 2D-7527,,False,False,0
4098,7527-1D,ذره بین 10x چراغ دار اینسایز (Insize) مدل 1D-7527,,False,False,0
4097,7517-3D,ذره بین میزی 1.75X چراغ دار اینسایز (Insize) مدل 3D-7517,,False,False,0
4095,7516-5D,ذره بین میزی 2.25X چراغ دار اینسایز (Insize) مدل 5D-7516,,False,False,0
4094,7515-10,ذره بین تاشو 10X چراغ دار اینسایز (Insize) مدل 10-7515,,False,False,0
4092,7513-4,ذره بین 4X چراغ دار اینسایز (Insize) مدل 4-7513,,False,False,0
4091,7513-2,ذره بین 2X چراغ دار اینسایز (Insize) مدل 2-7513,,False,False,0
4090,7315-21,کابل انتقال داده کولیس دیجیتال (وایرلس) اینسایز (Insize) مدل 21-7315,,False,False,0
4088,7302-21,کابل انتقال داده کولیس دیجیتال اینسایز (Insize) 3 متر مدل 21-7302,,False,False,0
4086,7163-1,مگنت تلسکوپی (چراغ دار) اینسایز (Insize) مدل 1-7163,,False,False,0
4085,7161-1,مگنت تلسکوپی اینسایز (Insize) مدل 1-7161,,False,False,0
4084,7145-1,چرخ متر اینسایز (Insize) 0.1 – 9999.9 متر همراه با کوله پشتی مدل 1-7145,,False,False,1
4082,7144-1,چرخ متر اینسایز (Insize) 0.1 – 9999.9 متر مدل 1-7144,,False,False,1
4081,7110-1200,خط کش استن استیل اینسایز (Insize) 1.2 متر مدل 1200-7110,,False,False,2
4079,6896-13,ست وی بلوک اینسایز (Insize) مدل 13-6896,,False,False,0
4077,6896-11,ست وی بلوک اینسایز (Insize) مدل 11-6896,,False,False,0
4076,6832-1,گیج جوشکاری اینسایز (Insize) مدل 1-6832,,False,False,0
4074,6566-2,مرکزیاب نوری اینسایز (Insize) مدل 2-6566,,False,False,0
4072,6520-87,گیره دقیق اینسایز (Insize) 0-87 مدل 87-6520,,False,False,0
4071,6520-67,گیره دقیق اینسایز (Insize) 0-67 مدل 67-6520,,False,False,0
4069,6511-24,پارالل گیج اینسایز (Insize) مدل 24-6511,,False,False,0
4068,6300,پایه میکرومتر اینسایز (Insize) مدل 6300,,False,False,0
4066,6298-2,پایه ساعت شیطانکی اینسایز (Insize) مدل 2-6298,,False,False,0
4065,6228-40,پایه ساعت هیدرولیکی کوچک اینسایز (Insize) 40 کیلویی مدل 40-6228,,False,False,0
4064,6226-80,پایه ساعت اینسایز (Insize) بدون مگنت مدل 80-6226,,False,False,0
4062,6224-40,پایه ساعت کوچک اینسایز (Insize) 40 کیلویی مدل 40-6224,,False,False,0
4060,63B2Y10-5201,گیج فشار لوله اینسایز (Insize) مدل 63B2Y10-5201,,False,False,0
4058,5013,ست 13 پارچه لوازم اندازه گیری اینسایز (Insize) مدل 5013,,False,False,0
4056,4917-30,تراز لیزری اینسایز (Insize) مدل 30-4917,,False,False,1
4054,4852-3,گیج مخروطی اینسایز (Insize) 3-16 میلیمتر مدل 3-4852,,False,False,3
4053,4852-30,گیج مخروطی اینسایز (Insize) 30-45 میلیمتر مدل 30-4852,,False,False,3
4051,4852-15,گیج مخروطی اینسایز (Insize) 15-30 میلیمتر مدل 15-4852,,False,False,3
4049,4851-1,گیج جوش اینسایز (Insize) مدل 1-4851,,False,False,3
4048,4845-2,گیج فیلم مرطوب اینسایز (Insize) 25-3000 میکرون مدل 2-4845,,False,False,2
4047,4844-1,گیج زاویه پخ اینسایز (Insize) مدل 1-4844,,False,False,2
4046,4841-1,گیج هایلو سینگل اینسایز (Insize) مدل 1-4841,,False,False,3
4045,4837-1,گپ گیج با خط کش اینسایز (Insize) 29-1 میلیمتر مدل 1-4837,,False,False,3
4044,4836-2,گیج جوش فلت اینسایز (Insize) مدل 2-4836,,False,False,2
4042,4834-1,گیج جوش اینسایز (Insize) مدل 1-4834,,False,False,3
4040,4833-4,گپ سنج اینسایز (Insize) 60-45 میلی متر مدل 4-4833,,False,False,3
4039,4833-3,گپ سنج اینسایز (Insize) 30-45 میلی متر مدل 3-4833,,False,False,3
4037,4833-2,گپ سنج اینسایز (Insize) 30-15 میلی متر مدل 2-4833,,False,False,3
4036,4832-1,گیج جوشکاری فلت اینسایز (Insize) مدل 1-4832,,False,False,1
4034,4830,گیج جوش اینسایز (Insize) مدل 4830,,False,False,2
4033,4829-1,گپ گیج با خط کش اینسایز (Insize) 15-0.8،طول خط کش 15 سانت مدل 1-4829,,False,False,3
4032,4796-75,گونیا صنعتی اینسایز (Insize) 75×50 میلیمتر مدل 75-4796,,False,False,1
4031,4796-50,گونیا صنعتی اینسایز (Insize) 50×30 میلیمتر مدل 50-4796,,False,False,1
4030,4790-075,گونیا مویی اینسایز (Insize) 75×50 میلی متر مدل 075-4790,,False,False,1
4028,4790-050,گونیا مویی اینسایز (Insize) 40×50 میلی متر مدل 050-4790,,False,False,1
4026,4621-35,فیلر نواری 5 متری 0.35mm اینسایز (Insize) مدل 35-4621,,False,False,1
4024,4168-S25,ساچمه های اندازه گیری فولادی اینسایز (Insize) 25 پارچه مدل 4168-S25,,False,False,0
4023,4139-8P,گیج رزوه برو نرو توپی اینسایز (Insize) 8×1mm مدل 8P-4139,,False,False,1
4022,4139-6G,گیج رزوه برو نرو توپی اینسایز (Insize) 6×0.5mm مدل 6G-4139,,False,False,1
4020,4139-5G,گیج رزوه برو نرو توپی اینسایز (Insize) 5×0.5mm مدل 5G-4139,,False,False,1
4019,4139-4G,گیج رزوه برو نرو توپی اینسایز (Insize) 4×0.5mm مدل 4G-4139,,False,False,1
4018,4139-30T,گیج رزوه برو نرو توپی اینسایز (Insize) 30×2mm مدل 30T-4139,,False,False,1
4017,4139-28T,گیج رزوه برو نرو توپی اینسایز (Insize) 28×2mm مدل 28T-4139,,False,False,1
4016,4139-27T,گیج رزوه برو نرو توپی اینسایز (Insize) 27×2mm مدل 27T-4139,,False,False,1
4014,4139-26T,گیج رزوه برو نرو توپی اینسایز (Insize) 26×2mm مدل 26T-4139,,False,False,1
4012,4139-25T,گیج رزوه برو نرو توپی اینسایز (Insize) 25×2mm مدل 25T-4139,,False,False,1
4011,4139-24T,گیج رزوه برو نرو توپی اینسایز (Insize) 24×2mm مدل 24T-4139,,False,False,0
4010,4139-22T,گیج رزوه برو نرو توپی اینسایز (Insize) 22×2mm مدل 22T-4139,,False,False,1
4008,4139-20T,گیج رزوه برو نرو توپی اینسایز (Insize) 20×2mm مدل 20T-4139,,False,False,1
4007,4139-18T,گیج رزوه برو نرو توپی اینسایز (Insize) 18×2mm مدل 18T-4139,,False,False,1
4005,4139-16R,گیج رزوه برو نرو توپی اینسایز (Insize) 16×1.5mm مدل 16R-4139,,False,False,1
4003,4139-14R,گیج رزوه برو نرو توپی اینسایز (Insize) 14×1.5mm مدل 14R-4139,,False,False,1
4001,4139-12R,گیج رزوه برو نرو توپی اینسایز (Insize) 12×1.5mm مدل 12R-4139,,False,False,1
3999,4139-10Q,گیج رزوه برو نرو توپی اینسایز (Insize) 10×1.25mm مدل 10Q-4139,,False,False,1
3997,4130-1,گیج رزوه برو نرو توپی اینسایز (Insize) 1×0.25mm مدل 1-4130,,False,False,1
3995,4129-8PN,گیج رینگی نرو اینسایز (Insize) 1-8 میلی متر مدل 8PN-4129,,False,False,1
3994,4129-8P,گیج رینگی برو اینسایز (Insize) 1-8 میلی متر مدل 8P-4129,,False,False,1
3992,4129-30TN,گیج رینگی نرو اینسایز (Insize) 2-30 میلی متر مدل 30TN-4129,,False,False,1
3990,4129-30T,گیج رینگی برو اینسایز (Insize) 2-30 میلی متر مدل 30T-4129,,False,False,1
3989,4129-28TN,گیج رینگی نرو اینسایز (Insize) 2-28 میلی متر مدل 28TN-4129,,False,False,1
3987,4129-28T,گیج رینگی برو اینسایز (Insize) 2-28 میلی متر مدل 28T-4129,,False,False,1
3985,4129-27TN,گیج رینگی نرو اینسایز (Insize) 2-27 میلی متر مدل 27TN-4129,,False,False,1
3984,4129-27T,گیج رینگی برو اینسایز (Insize) 2-27 میلی متر مدل 27T-4129,,False,False,1
3982,4129-26TN,گیج رینگی نرو اینسایز (Insize) 2-26 میلی متر مدل 26TN-4129,,False,False,1
3981,4129-26T,گیج رینگی برو اینسایز (Insize) 2-26 میلی متر مدل 26T-4129,,False,False,1
3980,4129-25TN,گیج رینگی نرو اینسایز (Insize) 2-25 میلی متر مدل 25TN-4129,,False,False,1
3978,4129-25T,گیج رینگی برو اینسایز (Insize) 2-25 میلی متر مدل 25T-4129,,False,False,1
3976,4129-24TN,گیج رینگی نرو اینسایز (Insize) 2-24 میلی متر مدل 24TN-4129,,False,False,1
3975,4129-24T,گیج رینگی برو اینسایز (Insize) 2-24 میلی متر مدل 24T-4129,,False,False,1
3973,4129-22TN,گیج رینگی نرو اینسایز (Insize) 2-22 میلی متر مدل 22TN-4129,,False,False,1
3972,4129-22T,گیج رینگی برو اینسایز (Insize) 2-22 میلی متر مدل 22T-4129,,False,False,1
3970,4129-20TN,گیج رینگی نرو اینسایز (Insize) 2-20 میلی متر مدل 20TN-4129,,False,False,1
3969,4129-20T,گیج رینگی برو اینسایز (Insize) 2-20 میلی متر مدل 20T-4129,,False,False,1
3968,4129-18TN,گیج رینگی نرو اینسایز (Insize) 2-18 میلی متر مدل 18TN-4129,,False,False,1
3967,4129-18T,گیج رینگی برو اینسایز (Insize) 2-18 میلی متر مدل 18T-4129,,False,False,1
3965,4129-16RN,گیج رینگی نرو اینسایز (Insize) 1.5-16 میلی متر مدل 16RN-4129,,False,False,1
3964,4129-16R,گیج رینگی برو اینسایز (Insize) 1.5-16 میلی متر مدل 16R-4129,,False,False,0
3963,4129-14RN,گیج رینگی نرو اینسایز (Insize) 1.5-14 میلی متر مدل 14RN-4129,,False,False,1
3962,4129-14R,گیج رینگی برو اینسایز (Insize) 1.5-14 میلی متر مدل 14R-4129,,False,False,1
3960,4129-12RN,گیج رینگی نرو اینسایز (Insize) 1.5-12 میلی متر مدل 12RN-4129,,False,False,1
3959,4129-12R,گیج رینگی برو اینسایز (Insize) 1.5-12 میلی متر مدل 12R-4129,,False,False,1
3957,4129-10QN,گیج رینگی نرو اینسایز (Insize) 1.25-10 میلی متر مدل 10QN-4129,,False,False,1
3956,4129-10Q,گیج رینگی برو اینسایز (Insize) 1.25-10 میلی متر مدل 10Q-4129,,False,False,1
3954,3227-6,میکرومتر اینسایز (Insize) 5-6 میلی متری داخل سه فک مدل 6-3227,,False,False,2
3952,3203-9A,میکرومتر اینسایز (Insize) 8–9 اینچ خارج سنج مدل 3203-9A,,False,False,3
3950,3203-8A,میکرومتر اینسایز (Insize) 7–8 اینچ خارج سنج مدل 3203-8A,,False,False,3
3949,3203-7A,میکرومتر اینسایز (Insize) 6–7 اینچ خارج سنج مدل 3203-7A,,False,False,3
3947,3203-10A,میکرومتر اینسایز (Insize) 9–10 اینچ خارج سنج مدل 3203-10A,,False,False,3
3946,3127-6,میکرومتر داخل سه فک دیجیتال اینسایز (Insize) 5-6 میلی متر مدل 6-3127,,False,False,2
3944,3127-5,میکرومتر داخل سه فک دیجیتال اینسایز (Insize) 4-5 میلی متر مدل 5-3127,,False,False,2
3942,4100-8,جعبه راپورتر 8 پارچه اینسایز (Insize) سایز 500-100 مدل 8-4100,,False,False,0
3940,A25-3560,میکرومتر لوله یک سر کروی دیجیتال اینسایز (Insize) مدل A25-3560,,False,False,2
3938,3540-50,عمق سنج میله ای دیجیتال اینسایز (Insize) 0-50 میلی متر مدل 50-3540,,False,False,2
3937,3358-25,میکرومتر دیجیتال پاسومتر اینسایز (Insize) جهت سری کاری مدل 25-3358,,False,False,2
3936,3332-25,میکرومتر پاسومتر اینسایز (Insize) 0-25 میلی متر مدل 25-3332,,False,False,3
3935,3287-25B,میکرومتر داخل شیار اینسایز (Insize) 0-25 میلی متر مدل 25B-3287,,False,False,2
3933,3260-25SA,میکرومتر لوله دو سر کروی اینسایز (Insize) 0-25 میلی متر مدل 25SA-3260,,False,False,2
3931,3101-25,میکرومتر دیجیتال اینسایز (Insize) خارج سنج 25-0 میلیمتر مدل 25-3101,,False,False,2
3929,2878-6A,پایه ضخامت سنج اینسایز (Insize) همراه با ساعت دیجیتال مدل 6A-2878,,False,False,0
3928,2878-71B,پایه ضخامت سنج گرانیت اینسایز (Insize) همراه با ساعت دیجیتال مدل 71B-2878,,False,False,2
3927,2875-30,ضخامت سنج ساعتی بازوبلند اینسایز (Insize) عمق 30 سانت کورس 5.5 مدل 30-2875,,False,False,3
3925,2827-60,گیج داخل سیلندر اینسایز (Insize) 60-35 مدل 60-2827,,False,False,2
3924,2825-35,گیج داخل سیلندر ساعتی اینسایز (Insize) 18-35 میلیمتر مدل 35-2825,,False,False,2
3923,2825-60,گیج داخل سیلندر ساعتی اینسایز (Insize) 35-60 میلیمتر مدل 60-2825,,False,False,2
3922,2365-10,ضخامت سنج ساعتی بازو بلند اینسایز (Insize) 10 میلیمتر مدل 10-2365,,False,False,2
3920,2199-1,متر دیجیتال و ژیروسکوپ 2 محوره اینسایز (Insize) مدل 1-2199,,False,False,2
3919,2198-2,شیب سنج و سطح سنج دیجیتال اینسایز (Insize) مدل 2-2198,,False,False,2
3918,A25-2164,ضخامت سنج دیجیتال 3 منظوره اینسایز (Insize) مدل A25-2164,,False,False,2
3917,2163-25,ضخامت سنج دیجیتال اینسایز (Insize) مدل 25-2163,,False,False,2
3915,2153-10,گیج داخل سیلندر اینسایز (Insize) 6-10 میلی متری مدل 10-2153,,False,False,2
3914,2122-35,گیج داخل سیلندر اینسایز (Insize) دیجیتال 35-18 میلی متری مدل 35-2122,,False,False,2
3913,2122-60,گیج داخل سیلندر اینسایز (Insize) دیجیتال 60-35 میلی متری مدل 60-2122,,False,False,2
3911,2115-25,ساعت اندیکاتور دیجیتال (ضدآب ) اینسایز (Insize) مدل 25-2115,,False,False,2
3909,2115-10,ساعت اندیکاتور دیجیتال (ضدآب ) اینسایز (Insize) مدل 10-2115,,False,False,2
3907,1205-300S,کولیس استنلس استیل معمولی اینسایز (Insize) 30 سانت مدل 300S-1205,,False,False,2
3905,1205-200S,کولیس استنلس استیل معمولی اینسایز (Insize) 20 سانت مدل 200S-1205,,False,False,2
3904,1205-150S,کولیس استنلس استیل معمولی اینسایز (Insize) 15 سانت مدل 150S-1205,,False,False,2
3902,1180-6,گیج پخ دیجیتال اینسایز (Insize) 0-10 میلیمتر 45 درجه مدل 6-1180,,False,False,2
3901,1141-1000,عمق سنج دیجیتال اینسایز (Insize) 1 متری مدل 1000-1141,,False,False,2
3900,1110-300A,کولیس دیجیتال اینسایز (Insize) 30 سانت با فک الماس مدل 1110-300A,,False,False,2
3899,1110-150A,کولیس دیجیتال اینسایز (Insize) 15 سانت با فک الماس مدل 1110-150A,,False,False,2
3898,1106-2002,کولیس دیجیتال اینسایز (Insize) 200 سانتی‌ متری فک بلند مدل 2002-1106,,False,False,2
3897,1106-1503,کولیس دیجیتال اینسایز (Insize) فک بلند مدل 1503-1106,,False,False,2
3896,1106-1005,کولیس دیجیتال اینسایز (Insize) 100 سانتی‌ متر فک بلند مدل 1005-1106,,False,False,2
3895,0312-TH50,رطوبت سنج / دماسنج اینسایز (Insize) مدل 0312-TH50,,False,False,0
3894,C520-0222,ترمومتر لیزری اینسایز (Insize) مدل C520-0222,,False,False,0
3893,A900-0215,ترمومتر لیزری اینسایز (Insize) 135 گرمی مدل A900-0215,,False,False,0
3892,4166-3D,ست پین گیج اینسایز (Insize) 3.5 – 3 میلی متر 51 پارچه مدل 3D-4166,,False,False,2
3891,4166-10,ست پین گیج اینسایز (Insize) 9.5-10 میلی متر 51 پارچه مدل 10-4166,,False,False,2
3889,4130-30,گیج رزوه برو نرو توپی اینسایز (Insize) 30×3.5mm مدل 30-4130,,False,False,1
3887,4130-27,گیج رزوه برو نرو توپی اینسایز (Insize) 27x3mm مدل 27-4130,,False,False,1
3886,4130-24,گیج رزوه برو نرو توپی اینسایز (Insize) 24x3mm مدل 24-4130,,False,False,1
3885,4130-22,گیج رزوه برو نرو توپی اینسایز (Insize) 22×2.5mm مدل 22-4130,,False,False,1
3884,4130-20,گیج رزوه برو نرو توپی اینسایز (Insize) 20×2.5mm مدل 20-4130,,False,False,1
3883,4130-18,گیج رزوه برو نرو توپی اینسایز (Insize) 18×2.5mm مدل 18-4130,,False,False,1
3882,4130-16,گیج رزوه برو نرو توپی اینسایز (Insize) 16x2mm مدل 16-4130,,False,False,1
3881,4130-14,گیج رزوه برو نرو توپی اینسایز (Insize) 14x2mm مدل 14-4130,,False,False,1
3880,4130-12,گیج رزوه برو نرو توپی اینسایز (Insize) 12×1.75mm مدل 12-4130,,False,False,1
3878,4130-10,گیج رزوه برو نرو توپی اینسایز (Insize) 10×1.5mm مدل 10-4130,,False,False,1
3876,4130-8,گیج رزوه برو نرو توپی اینسایز (Insize) 8×1.25mm مدل 8-4130,,False,False,1
3874,4130-6,گیج رزوه برو نرو توپی اینسایز (Insize) 6x1mm مدل 6-4130,,False,False,1
3873,4130-5,گیج رزوه برو نرو توپی اینسایز (Insize) 5×0.8mm مدل 5-4130,,False,False,1
3872,4130-4,گیج رزوه برو نرو توپی اینسایز (Insize) 4*0.7mm مدل 4-4130,,False,False,1
3871,N30-4120,گیج رینگی نرو اینسایز (Insize) 3.5-30 میلی متر مدل N30-4120,,False,False,1
3869,4120-30,گیج رینگی برو اینسایز (Insize) 3.5-30 میلی متر مدل 30-4120,,False,False,1
3867,N27-4120,گیج رینگی نرو اینسایز (Insize) 3-27 میلی متر مدل N27-4120,,False,False,1
3865,4120-27,گیج رینگی برو اینسایز (Insize) 3-27 میلی متر مدل 27-4120,,False,False,1
3863,N24-4120,گیج رینگی نرو اینسایز (Insize) 3-24 میلی متر مدل N24-4120,,False,False,1
3862,4120-24,گیج رینگی برو اینسایز (Insize) 3-24 میلی متر مدل 24-4120,,False,False,1
3861,N22-4120,گیج رینگی نرو اینسایز (Insize) 2.5-22 میلی متر مدل N22-4120,,False,False,1
3859,4120-22,گیج رینگی برو اینسایز (Insize) 2.5-22 میلی متر مدل 22-4120,,False,False,1
3858,N20-4120,گیج رینگی نرو اینسایز (Insize) 2.5-20 میلی متر مدل N20-4120,,False,False,1
3857,4120-20,گیج رینگی برو اینسایز (Insize) 2.5-20 میلی متر مدل 20-4120,,False,False,1
3856,N18-4120,گیج رینگی نرو اینسایز (Insize) 2.5-18 میلی متر مدل N18-4120,,False,False,1
3855,4120-18,گیج رینگی برو اینسایز (Insize) 2.5-18 میلی متر مدل 18-4120,,False,False,1
3854,N16-4120,گیج رینگی نرو اینسایز (Insize) 2-16 میلی متر مدل N16-4120,,False,False,1
3853,4120-16,گیج رینگی برو اینسایز (Insize) 2-16 میلی متر مدل 16-4120,,False,False,1
3852,N14-4120,گیج رینگی نرو اینسایز (Insize) 2-14 میلی متر مدل N14-4120,,False,False,1
3850,4120-14,گیج رینگی برو اینسایز (Insize) 2-14 میلی متر مدل 14-4120,,False,False,1
3849,N12-4120,گیج رینگی نرو اینسایز (Insize) 1.75-12 میلی متر مدل N12-4120,,False,False,1
3848,4120-12,گیج رینگی برو اینسایز (Insize) 1.75-12 میلی متر مدل 12-4120,,False,False,1
3846,N10-4120,گیج رینگی نرو اینسایز (Insize) 1.5-10 میلی متر مدل N10-4120,,False,False,1
3845,4120-10,گیج رینگی برو اینسایز (Insize) 1.5-10میلی متر مدل 10-4120,,False,False,1
3844,N8-4120,گیج رینگی نرو اینسایز (Insize) 1.25-8 میلی متر مدل N8-4120,,False,False,1
3843,ISU-200D,ضخامت سنج لوله دیجیتال التراسونیک اینسایز (Insize) مدل ISU-200D,,False,False,2
3841,4608-31,فیلر اینسایز (Insize) 32 تیغ مدل 31-4608,,False,False,0
3840,4208-1,گیج اینسایز (Insize) مدل 1-4208,,False,False,0
3839,ISU-100D,ضخامت سنج لوله دیجیتال التراسونیک اینسایز (Insize) مدل ISU-100D,,False,False,2
3837,ISQ-RM30,غلظت‌ سنج اینسایز (Insize) مدل ISQ-RM30,,False,False,2
3835,ISO-1000FN,ضخامت سنج رنگ و پوشش اینسایز (Insize) مدل ISO-1000FN,,False,False,2
3834,ISH-STD,پایه سختی سنج اینسایز (Insize) مدل ISH-STD,,False,False,0
3833,ISH-STAC,پایه سختی سنج اینسایز (Insize) مدل ISH-STAC,,False,False,0
3832,ISH-PHB,سختی سنج فلزات اینسایز (Insize) مدل ISH-PHB,,False,False,1
3830,ISF-MT500,پایه تست نیروسنج اینسایز (Insize) مدل ISF-MT500,,False,False,0
3828,HDT-LP200,سختی سنج فلزات اینسایز (Insize) مدل HDT-LP200,,False,False,2
3827,9561-70B,متر لیزری اینسایز (Insize) 70 متری مدل9561-70B,,False,False,2
3826,9561-50B,متر لیزری اینسایز (Insize) 50 متری مدل 9561-50B,,False,False,2
3825,9501-1200,ضخامت سنج رنگ و پوشش اینسایز (Insize) مدل 1200-9501,,False,False,0
3824,7600-6,شمارانداز 6 رقمی اینسایز (Insize) مدل 6-7600,,False,False,0
3823,7524-10,عینک ذره‌ بین 10X اینسایز (Insize) مدل 10-7524,,False,False,1
3821,7351-EX12,رابط بور گیج اینسایز (Insize) مدل 7351-EX12,,False,False,0
3820,7230,سوزن خط کش فلزی اینسایز (INSIZE) مدل 7230,,False,False,0
3818,7160-2,آینه بازرسی تلسکوپی اینسایز (INSIZE) مدل 2-7160,,False,False,0
3816,7160-1,آینه بازرسی تلسکوپی اینسایز (INSIZE) مدل 1-7160,,False,False,0
3815,7142-5,متر 5 متری اینسایز (Insize) مدل 5-7142,,False,False,0
3814,6557-50,زد سنج (رفرنس یاب محور Z) مگنت دار اینسایز (Insize) مدل 50-6557,,False,False,1
3813,6377-25W,هد میکرومتر اینسایز (Insize) فک بدون چرخش مدل 25W-6377,,False,False,2
3812,6297-1A,پایه ساعت شیطونکی اینسایز (Insize) مدل 1A-6297,,False,False,0
3811,6295-1A,پایه ساعت شیطونکی اینسایز (Insize) مدل 1A-6295,,False,False,0
3810,A1-6294,پایه ساعت شیطونکی اینسایز (Insize) مدل A1-6294,,False,False,0
3808,6293-2,پایه ساعت شیطونکی اینسایز (Insize) مدل 2-6293,,False,False,0
3807,6293-1,پایه ساعت شیطونکی اینسایز (Insize) مدل 1-6293,,False,False,0
3805,6291-1,پایه ساعت شیطونکی اینسایز (Insize) 8 میلی‌ متری مدل 1-6291,,False,False,0
3804,6282-1601,پراب سرسوزنی اینسایز (Insize) مدل 1601-6282,,False,False,0
3802,6282-1203,پراب سرتخت اینسایز (Insize) مدل 1203-6282,,False,False,0
3801,6282-1201,پراب سرتخت اینسایز (Insize) مدل 1201-6282,,False,False,0
3800,6282-1102,پراب سرتخت اینسایز (Insize) مدل 1102-6282,,False,False,0
3799,6229-80,پایه ساعت اندیکاتور اینسایز (Insize) هیدرولیکی مدل 80-6229,,False,False,0
3798,6229-60,پایه ساعت اندیکاتور اینسایز (Insize) هیدرولیکی مدل 60-6229,,False,False,0
3796,6215-60,پایه ساعت اندیکاتور اینسایز (Insize) برای سطح ناهموار مدل 60-6215,,False,False,0
3795,6210-80,پایه ساعت اندیکاتور اینسایز (Insize) مگنتی مدل 80-6210,,False,False,0
3794,5024,ست ساعت اندیکاتور اینسایز (Insize) با پایه مدل 5024,,False,False,3
3793,A20-4831,گیج جوش دیجیتال اینسایز (Insize) مدل A20-4831,,False,False,2
3791,4824-12,شابلون دنده ای ذوزنقه ای اینسایز (Insize) مدل 12-4824,,False,False,2
3790,4806-20,شابلون زاویه سنج اینسایز (Insize) مدل 20-4806,,False,False,1
3789,4166-10D,ست پین گیج اینسایز (Insize) 10.5 – 10 میلی متر 51 پارچه مدل 10D-4166,,False,False,2
3787,4804-26,ست شعاع‌ سنج اینسایز (Insize) 0.5-13 میلی‌ متری مدل 26-4804,,False,False,1
3786,4803-1,گیج سیم اینسایز (Insize) مدل 1-4803,,False,False,1
