brand,brand_id,sku,name,description,category_id,category_name,category_confidence,price_raw,price_currency,base_price_toman,price_is_inquiry,accuracy,size_range,size_label_fa,specifications_json,section_title,source_file,source_row_hint,parse_flags
INSIZE | اینسایز,3,1106-602,کولیس دیجیتال 60سانت فک بلند 15سانت — 60 سانت,کولیس دیجیتال 60سانت فک بلند 15سانت,57,انواع کولیس,high,"48,320,000",toman,48320000,false,0/01,0-602mm,60 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-602mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪21,810,000 ‪ 1110-300Aکولیس دیجیتال ‪ 30سانت با فک های الماس ‪236",3654608110343495427_57334447193566_260620_174401.pdf,line:64,
INSIZE | اینسایز,3,1106-603,کولیس دیجیتال 60سانت فک بلند 20سانت — 60 سانت,کولیس دیجیتال 60سانت فک بلند 20سانت,57,انواع کولیس,high,"58,620,000",toman,58620000,false,0/01,0-603mm,60 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-603mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪21,810,000 ‪ 1110-300Aکولیس دیجیتال ‪ 30سانت با فک های الماس ‪236",3654608110343495427_57334447193566_260620_174401.pdf,line:66,
INSIZE | اینسایز,3,1106-802,کولیس دیجیتال 80سانت فک بلند 15سانت — 80 سانت,کولیس دیجیتال 80سانت فک بلند 15سانت,57,انواع کولیس,high,"56,690,000",toman,56690000,false,0/01,0-802mm,80 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-802mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪21,810,000 ‪ 1110-300Aکولیس دیجیتال ‪ 30سانت با فک های الماس ‪236",3654608110343495427_57334447193566_260620_174401.pdf,line:68,
INSIZE | اینسایز,3,1108-150,کولیس دیجیتال 15سانت — 15 سانت,کولیس دیجیتال 15سانت,57,انواع کولیس,high,"2,250,000",toman,2250000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:14,
INSIZE | اینسایز,3,1108-200,کولیس دیجیتال 20سانت — 20 سانت,کولیس دیجیتال 20سانت,57,انواع کولیس,high,"3,350,000",toman,3350000,false,0/01,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:16,
INSIZE | اینسایز,3,1108-300,کولیس دیجیتال 30سانت — 30 سانت,کولیس دیجیتال 30سانت,57,انواع کولیس,high,"5,950,000",toman,5950000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:18,
INSIZE | اینسایز,3,1111-100,کولیس دیجیتال 10سانت — 10 سانت,کولیس دیجیتال 10سانت,57,انواع کولیس,high,"2,700,000",toman,2700000,false,0/01,0-100mm,10 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-100mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:12,
INSIZE | اینسایز,3,1114-150,کولیس دیجیتال متال 15سانت — 15 سانت,کولیس دیجیتال متال 15سانت,57,انواع کولیس,high,"2,600,000",toman,2600000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:20,
INSIZE | اینسایز,3,1114-200,کولیس دیجیتال متال 20سانت — 20 سانت,کولیس دیجیتال متال 20سانت,57,انواع کولیس,high,"3,600,000",toman,3600000,false,0/01,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:22,
INSIZE | اینسایز,3,1114-300,کولیس دیجیتال متال 30سانت — 30 سانت,کولیس دیجیتال متال 30سانت,57,انواع کولیس,high,"6,300,000",toman,6300000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:24,
INSIZE | اینسایز,3,1115-150,کولیس دیجیتال 15سانت ضدآب ()IP67 — 15 سانت,کولیس دیجیتال 15سانت ضدآب ()IP67,57,انواع کولیس,high,"6,310,000",toman,6310000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""IP67"": true, ""ضدآب"": true, ""دیجیتال"": true}}","‪0/01 mm ‪2,650,000 کولیس دیجیتال ‪ 7.5سانت ‪1111-75 ‪220",3654608110343495427_57334447193566_260620_174401.pdf,line:34,
INSIZE | اینسایز,3,1115-200,کولیس دیجیتال 20سانت ضدآب ()IP67 — 20 سانت,کولیس دیجیتال 20سانت ضدآب ()IP67,57,انواع کولیس,high,"10,000,000",toman,10000000,false,,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""IP67"": true, ""ضدآب"": true, ""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:40,
INSIZE | اینسایز,3,1115-300,کولیس دیجیتال 30سانت ضدآب ()IP67 — 30 سانت,کولیس دیجیتال 30سانت ضدآب ()IP67,57,انواع کولیس,high,"12,380,000",toman,12380000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""IP67"": true, ""ضدآب"": true, ""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:42,
INSIZE | اینسایز,3,1120-150,کولیس داخل دیجیتال 15سانت 22 - 150 — 15 سانت,کولیس داخل دیجیتال 15سانت 22 - 150,57,انواع کولیس,high,"7,600,000",toman,7600000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",ن کولیس داخل دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:121,
INSIZE | اینسایز,3,1120-200,کولیس داخل دیجیتال 20سانت 25 - 200 — 20 سانت,کولیس داخل دیجیتال 20سانت 25 - 200,57,انواع کولیس,high,"11,000,000",toman,11000000,false,,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:127,
INSIZE | اینسایز,3,1120-300,کولیس داخل دیجیتال 30سانت 30 - 300 — 30 سانت,کولیس داخل دیجیتال 30سانت 30 - 300,57,انواع کولیس,high,"14,500,000",toman,14500000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:129,
INSIZE | اینسایز,3,1120-500,کولیس داخل دیجیتال 50سانت 40 - 500 — 50 سانت,کولیس داخل دیجیتال 50سانت 40 - 500,57,انواع کولیس,high,"46,990,000",toman,46990000,false,0/01,0-500mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:131,
INSIZE | اینسایز,3,1121-150,کولیس داخل دیجیتال 15سانت 24 - 150 — 15 سانت,کولیس داخل دیجیتال 15سانت 24 - 150,57,انواع کولیس,high,"15,760,000",toman,15760000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:133,
INSIZE | اینسایز,3,1122-300,کولیس داخل شیار دیجیتال 30سانت 4 - 300 — 30 سانت,کولیس داخل شیار دیجیتال 30سانت 4 - 300,57,انواع کولیس,high,"27,350,000",toman,27350000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:135,
INSIZE | اینسایز,3,1123-150,کولیس داخل دیجیتال 15سانت 15 - 150 — 15 سانت,کولیس داخل دیجیتال 15سانت 15 - 150,57,انواع کولیس,high,"14,270,000",toman,14270000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:137,
INSIZE | اینسایز,3,1123-300,کولیس داخل دیجیتال 30سانت 24 - 300 — 30 سانت,کولیس داخل دیجیتال 30سانت 24 - 300,57,انواع کولیس,high,"34,250,000",toman,34250000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:139,
INSIZE | اینسایز,3,1135-601,کولیس دیجیتال دو فک 60سانت — 60 سانت,کولیس دیجیتال دو فک 60سانت,77,متر,high,"32,380,000",toman,32380000,false,0/01,0-601mm,60 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-601mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪247,770,000 ‪ 1106-2003کولیس دیجیتال ‪ 2متر فک ‪ 20سانت ‪246",3654608110343495427_57334447193566_260620_174401.pdf,line:88,
INSIZE | اینسایز,3,1136-501,کولیس دیجیتال دو فک 50سانت — 50 سانت,کولیس دیجیتال دو فک 50سانت,77,متر,high,"25,330,000",toman,25330000,false,0/01,0-501mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-501mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪247,770,000 ‪ 1106-2003کولیس دیجیتال ‪ 2متر فک ‪ 20سانت ‪246",3654608110343495427_57334447193566_260620_174401.pdf,line:90,
INSIZE | اینسایز,3,1136-502,کولیس دیجیتال دو فک 50سانت فک 15سانت — 50 سانت,کولیس دیجیتال دو فک 50سانت فک 15سانت,77,متر,high,"41,130,000",toman,41130000,false,0/01,0-502mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-502mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪247,770,000 ‪ 1106-2003کولیس دیجیتال ‪ 2متر فک ‪ 20سانت ‪246",3654608110343495427_57334447193566_260620_174401.pdf,line:92,
INSIZE | اینسایز,3,1136-503,کولیس دیجیتال دو فک 50سانت فک 20سانت — 50 سانت,کولیس دیجیتال دو فک 50سانت فک 20سانت,77,متر,high,"50,990,000",toman,50990000,false,0/01,0-503mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-503mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪247,770,000 ‪ 1106-2003کولیس دیجیتال ‪ 2متر فک ‪ 20سانت ‪246",3654608110343495427_57334447193566_260620_174401.pdf,line:94,
INSIZE | اینسایز,3,1136-601,کولیس دیجیتال دو فک 60سانت — 60 سانت,کولیس دیجیتال دو فک 60سانت,77,متر,high,"33,110,000",toman,33110000,false,0/01,0-601mm,60 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-601mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪247,770,000 ‪ 1106-2003کولیس دیجیتال ‪ 2متر فک ‪ 20سانت ‪246",3654608110343495427_57334447193566_260620_174401.pdf,line:96,
INSIZE | اینسایز,3,1140-100,عمق سنج دیجیتال 10سانت با میله گرد — 10 سانت,عمق سنج دیجیتال 10سانت با میله گرد,62,عمق سنج,high,"14,640,000",toman,14640000,false,0/01,0-100mm,10 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-100mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪10,950,000 عمق سنج دیجیتال ‪ 5سانت ‪1140-50 ‪319",3654608110343495427_57334447193566_260620_174401.pdf,line:343,
INSIZE | اینسایز,3,1140-150,عمق سنج دیجیتال 15سانت با میله گرد — 15 سانت,عمق سنج دیجیتال 15سانت با میله گرد,62,عمق سنج,high,"17,230,000",toman,17230000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}","‪0/01 mm ‪10,950,000 عمق سنج دیجیتال ‪ 5سانت ‪1140-50 ‪319",3654608110343495427_57334447193566_260620_174401.pdf,line:345,
INSIZE | اینسایز,3,1141-150,عمق سنج دیجیتال 15سانت — 15 سانت,عمق سنج دیجیتال 15سانت,62,عمق سنج,high,"3,740,000",toman,3740000,false,,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:315,
INSIZE | اینسایز,3,1141-200,عمق سنج دیجیتال 20سانت — 20 سانت,عمق سنج دیجیتال 20سانت,62,عمق سنج,high,"4,550,000",toman,4550000,false,0/01,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:317,
INSIZE | اینسایز,3,1141-300,عمق سنج دیجیتال 30سانت — 30 سانت,عمق سنج دیجیتال 30سانت,62,عمق سنج,high,"9,060,000",toman,9060000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:319,
INSIZE | اینسایز,3,1141-500,عمق سنج دیجیتال 50سانت — 50 سانت,عمق سنج دیجیتال 50سانت,62,عمق سنج,high,"29,940,000",toman,29940000,false,0/01,0-500mm,50 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/01 mm کولیس دیجیتال,3654608110343495427_57334447193566_260620_174401.pdf,line:321,
INSIZE | اینسایز,3,1142-150,عمق سنج لبه دار 15سانت — 15 سانت,عمق سنج لبه دار 15سانت,62,عمق سنج,high,"8,540,000",toman,8540000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪75,350,000 ‪ 1141-1000عمق سنج دیجیتال ‪ 1متری ‪310",3654608110343495427_57334447193566_260620_174401.pdf,line:325,
INSIZE | اینسایز,3,1142-200,عمق سنج لبه دار 20سانت — 20 سانت,عمق سنج لبه دار 20سانت,62,عمق سنج,high,"10,440,000",toman,10440000,false,0/01,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪75,350,000 ‪ 1141-1000عمق سنج دیجیتال ‪ 1متری ‪310",3654608110343495427_57334447193566_260620_174401.pdf,line:327,
INSIZE | اینسایز,3,1142-300,عمق سنج لبه دار 30سانت — 30 سانت,عمق سنج لبه دار 30سانت,62,عمق سنج,high,"20,580,000",toman,20580000,false,0/01,0-300mm,30 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪75,350,000 ‪ 1141-1000عمق سنج دیجیتال ‪ 1متری ‪310",3654608110343495427_57334447193566_260620_174401.pdf,line:329,
INSIZE | اینسایز,3,1144-150,عمق سنج لبه دار دو طرفه 15سانت — 15 سانت,عمق سنج لبه دار دو طرفه 15سانت,62,عمق سنج,high,"9,090,000",toman,9090000,false,0/01,0-150mm,15 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪75,350,000 ‪ 1141-1000عمق سنج دیجیتال ‪ 1متری ‪310",3654608110343495427_57334447193566_260620_174401.pdf,line:331,
INSIZE | اینسایز,3,1144-200,عمق سنج لبه دار دو طرفه 20سانت — 20 سانت,عمق سنج لبه دار دو طرفه 20سانت,62,عمق سنج,high,"10,750,000",toman,10750000,false,0/01,0-200mm,20 سانت,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-200mm""}], ""dimensions"": [], ""features"": {}}","‪0/01 mm ‪75,350,000 ‪ 1141-1000عمق سنج دیجیتال ‪ 1متری ‪310",3654608110343495427_57334447193566_260620_174401.pdf,line:333,
