product_id,sku,current_is_available,proposed_is_available,current_base_price,verified_mitutoyoiran_price,inventory_source,inventory_source_match,price_source,source_retrieved_at,snapshot_sha256,identity_match,content_safety,primary_image_status,expected_current_hash,availability_class,allowed_future_mutation,base_price_change,is_active_change,price_plan_prerequisite,cohort
2308,104-146A,false,true,187690000.00,218247500,https://www.mitutoyoiran.com/,104-146A,mitutoyoiran:4225,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,425afbea820002b9d6ca74e8bbe0609de7780b1f3397ae2d189247d8d6f57cb6,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2309,104-147A,false,true,222420000.00,258637500,https://www.mitutoyoiran.com/,104-147A,mitutoyoiran:4227,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU_AND_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,c844f5422d27c77f19084f30136563e7acfa4ccadd79f267cd2a8bb5e85935f0,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2310,104-148A,false,true,262530000.00,305275000,https://www.mitutoyoiran.com/,104-148A,mitutoyoiran:4231,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU_AND_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,7a331590a79ad0abc2d03821945c12362bcc3fe0b7855ea8de1c0823c0086746,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2311,534-113,false,true,84610000.00,98390000,https://www.mitutoyoiran.com/,534-113,mitutoyoiran:4234,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,d11292750a397a2a58211d60599c80ef439321ddeab6b87cf123a26470f45164,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2326,368-168,false,true,110310000.00,128270000,https://www.mitutoyoiran.com/,368-168,mitutoyoiran:4269,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,11a16377ed0f0c4b45aa1399bb32c55a68fb861838c7aad3b2548ee2b2baac88,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2327,368-169,false,true,113320000.00,131777500,https://www.mitutoyoiran.com/,368-169,mitutoyoiran:4273,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,60cc8fd8036808610fe9622bc211a2a093bf33c15867109a4998be1675296735,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2333,7305A,false,true,,31635000,https://www.mitutoyoiran.com/,7305A,mitutoyoiran:4329,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,7266544a435f23aa1b680153c34ebaaa96232c9ca1d9c46c7e60886fa7912043,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2336,7323A,false,true,32280000.00,37537500,https://www.mitutoyoiran.com/,7323A,mitutoyoiran:4335,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,63bb0b38fb4f267153d51f9f15e41ad7f669c5bea1e9417b7b3c28c80fb17cd2,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2339,145-187,false,true,,72447500,https://www.mitutoyoiran.com/,145-187,mitutoyoiran:4340,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,cd711144ebce7485557b124caeceecb15f167a2131b4239a4b8ad42e4b1049de,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2340,145-188,false,true,69720000.00,81080000,https://www.mitutoyoiran.com/,145-188,mitutoyoiran:4342,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_MODEL,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,6b976b6f5f7893d71c92ae585cc191124d01b33ba6a5ea19a9208c169380b6bd,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2341,184-313S,false,true,10260000.00,11942500,https://www.mitutoyoiran.com/,184-313S,mitutoyoiran:4344,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,b1d2b6cb5e64e2518a8fc50201553c11586ca25c7a2c5265320dd8d22abe0cdd,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
2342,184-303S,false,true,14180000.00,16490000,https://www.mitutoyoiran.com/,184-303S,mitutoyoiran:4346,2026-09-09T13:20:11Z,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a,EXACT_SKU,SALE_CONTENT_SAFE,PRESENT_AND_ACCEPTABLE,a023b0eddce415beb2280dd4ac6a7b6ac72025cb93e6c4e9114249d1a5d62e18,FALSE_TO_TRUE,is_available,false,false,MITUTOYO_PRICE_PLAN,A_IMAGE_PRESENT
