sha256_original,output_path,post_detected,post_confidence,remaining_logo_yellow,verification_status,product_count
983669fd13627b924cd92ba33942d14e3b0d0a210c9cbeb8fac3da75944f64e4,/var/tmp/karzar-shopmill-cleanup/repaired_assets/983669fd13627b924cd92ba33942d14e3b0d0a210c9cbeb8fac3da75944f64e4.png,False,none,0,clean,3
99ee47990930f72c2b3ff17857f502ad7a588b502fb3fa7e16e187e975be2bfa,/var/tmp/karzar-shopmill-cleanup/repaired_assets/99ee47990930f72c2b3ff17857f502ad7a588b502fb3fa7e16e187e975be2bfa.png,False,none,0,clean,1
9a5f818cbbeeaa310b923109c12f1053d0457dd419bc647f389370ede552519f,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9a5f818cbbeeaa310b923109c12f1053d0457dd419bc647f389370ede552519f.png,False,low,0,clean,1
9b312159710fa21c4e37329d7f4fd76261a822c7111db92fa8c5c11c5cedf321,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9b312159710fa21c4e37329d7f4fd76261a822c7111db92fa8c5c11c5cedf321.png,False,none,0,clean,1
9c780c976dbe6066d853a1ff4513c15916e30011bd28f26547e2f8edea3d71b1,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9c780c976dbe6066d853a1ff4513c15916e30011bd28f26547e2f8edea3d71b1.jpg,False,none,0,clean,2
9e33becf2f3644406da3e5ff369f8a8b5421c176c4fd8feb843a7e5eca6be0c4,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9e33becf2f3644406da3e5ff369f8a8b5421c176c4fd8feb843a7e5eca6be0c4.png,False,none,0,clean,3
9e4a6b261038e30979e34015ef43ba46c9ea0b3b3f9640c15446afc96b595a1a,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9e4a6b261038e30979e34015ef43ba46c9ea0b3b3f9640c15446afc96b595a1a.jpg,False,none,0,clean,2
9f741b9c707483b0f3da59e2116e4b0c47939f5e58775136e394cd5cd4aaeedb,/var/tmp/karzar-shopmill-cleanup/repaired_assets/9f741b9c707483b0f3da59e2116e4b0c47939f5e58775136e394cd5cd4aaeedb.png,False,none,0,clean,1
a0ab6089ee6521e1888fa66e68c09b9a45bf5200eb661561cb72fe7d957709e2,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a0ab6089ee6521e1888fa66e68c09b9a45bf5200eb661561cb72fe7d957709e2.jpg,False,none,0,clean,2
a25fab1f210725ad124a13264a5102b9e11d7f9a5baf8c5d98309917fb8815cd,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a25fab1f210725ad124a13264a5102b9e11d7f9a5baf8c5d98309917fb8815cd.png,False,none,0,clean,2
a2ca499fde90b83c2162ba8556bf93e94294982b36920ea14599c5d07f023b79,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a2ca499fde90b83c2162ba8556bf93e94294982b36920ea14599c5d07f023b79.png,False,none,0,clean,12
a3f4c0146d25c74e57787c2dee0e77cf0f19ebd75dd90d8a76f7bdc092927477,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a3f4c0146d25c74e57787c2dee0e77cf0f19ebd75dd90d8a76f7bdc092927477.png,False,none,0,clean,5
a4abd7147489029ea0385b9e32bbe294c21e613432a78df620086f8b526befc5,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a4abd7147489029ea0385b9e32bbe294c21e613432a78df620086f8b526befc5.png,False,none,0,clean,1
a4c22a8da2045c710272813739335c6bea9c2237c258acb44b8458e8f7038444,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a4c22a8da2045c710272813739335c6bea9c2237c258acb44b8458e8f7038444.png,False,none,0,clean,1
a526e30117f7f5eb6fdd3e82eeaef76cb3671278ce41a0e5d0cf8fd1b9018b71,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a526e30117f7f5eb6fdd3e82eeaef76cb3671278ce41a0e5d0cf8fd1b9018b71.png,False,none,0,clean,10
a77b7671abad696b54b1d025d261016056eeade386d1c313c864e362f881a6d5,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a77b7671abad696b54b1d025d261016056eeade386d1c313c864e362f881a6d5.png,False,none,0,clean,1
a80ad0d1645d81adc1c002b3a4507d4e6d9bc019c511d88dfc11569b9ac12efa,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a80ad0d1645d81adc1c002b3a4507d4e6d9bc019c511d88dfc11569b9ac12efa.png,False,none,0,clean,1
a9219431ba4278aa9797089c7cbfbd88300cbebc5d38e241e2eee71f7707eb35,/var/tmp/karzar-shopmill-cleanup/repaired_assets/a9219431ba4278aa9797089c7cbfbd88300cbebc5d38e241e2eee71f7707eb35.png,False,none,0,clean,2
aa8057e886f5fa24f38b3a79cb6afcfd2133933ed063008a25ed4148535e4123,/var/tmp/karzar-shopmill-cleanup/repaired_assets/aa8057e886f5fa24f38b3a79cb6afcfd2133933ed063008a25ed4148535e4123.png,False,none,0,clean,1
