id,sku,name,reason,candidates,confidence
4127,6372-25,هد میکرومتر اینسایز (Insize) مدل 25-6372,not_in_catalog_index,,none
4124,ISV-E40,بروسکوپ اینسایز (Insize) مدل ISV-E40,not_in_catalog_index,,none
4122,ISU-250C,ضخامت سنج اولتراسونیک فلزات اینسایز (Insize) مدل ISU-250C,not_in_catalog_index,,none
4121,ISR-CS130-W,بلوک زبری سنج جعبه ای اینسایز (Insize) مدل ISR-CS130-W,not_in_catalog_index,,none
4119,ISO-1200FN,ضخامت سنج رنگ اینسایز (Insize) 0 – 2000 میکرون همراه با کابل مدل ISO-1200FN,not_in_catalog_index,,none
4118,HDT-L411,سختی سنج مدادی فلزات اینسایز (Insize) مدل HDT-L411,not_in_catalog_index,,none
4117,DSW-A010,کرنومتر اینسایز (Insize) مدل DSW-A010,not_in_catalog_index,,none
4116,9563-C40,متر دیجیتال و لیزری اینسایز (Insize) 40 متری بلوتوثی مدل 9563-C40,not_in_catalog_index,,none
4115,9315-CF210,آمپرمتر کلمپی اینسایز (Insize) مدل 9315-CF210,not_in_catalog_index,,none
4113,9241-ML200,مولتی متر دیجیتال اینسایز (Insize) مدل 9241-ML200,not_in_catalog_index,,none
4112,8604-40,ترازو دیجیتال اینسایز (Insize) 40kg مدل 40-8604,not_in_catalog_index,,none
4110,8301-1200,ترازو دیجیتال اینسایز (Insize) 0.2-1200g مدل 1200-8301,not_in_catalog_index,,none
4108,8203-CW1T,ترازو جرثقیل الکترونیکی اینسایز (Insize) 10-1000kg مدل 8203-CW1T,not_in_catalog_index,,none
4107,8203-CW05T,ترازو جرثقیل الکترونیکی اینسایز (Insize) 4-500kg مدل 8203-CW05T,not_in_catalog_index,,none
4106,8203-CW03T,ترازو جرثقیل الکترونیکی اینسایز (Insize) 2-300kg مدل 8203-CW03T,not_in_catalog_index,,none
4104,8101-30,ترازو دیجیتال شمارش دار اینسایز (Insize) 20g تا 30kg مدل 30-8101,not_in_catalog_index,,none
4102,8003-6,ترازو دیجیتال اینسایز (Insize) 10 گرم تا 6 کیلوگرم مدل 6-8003,not_in_catalog_index,,none
4101,8003-10,ترازو دیجیتال اینسایز (Insize) 20 گرم تا 10 کیلوگرم مدل 10-8003,not_in_catalog_index,,none
4100,7527-2D,ذره بین 10x چراغ دار اینسایز (Insize) مدل 2D-7527,not_in_catalog_index,,none
4098,7527-1D,ذره بین 10x چراغ دار اینسایز (Insize) مدل 1D-7527,not_in_catalog_index,,none
4097,7517-3D,ذره بین میزی 1.75X چراغ دار اینسایز (Insize) مدل 3D-7517,not_in_catalog_index,,none
4095,7516-5D,ذره بین میزی 2.25X چراغ دار اینسایز (Insize) مدل 5D-7516,not_in_catalog_index,,none
4094,7515-10,ذره بین تاشو 10X چراغ دار اینسایز (Insize) مدل 10-7515,not_in_catalog_index,,none
4092,7513-4,ذره بین 4X چراغ دار اینسایز (Insize) مدل 4-7513,not_in_catalog_index,,none
4091,7513-2,ذره بین 2X چراغ دار اینسایز (Insize) مدل 2-7513,not_in_catalog_index,,none
4090,7315-21,کابل انتقال داده کولیس دیجیتال (وایرلس) اینسایز (Insize) مدل 21-7315,not_in_catalog_index,,none
4088,7302-21,کابل انتقال داده کولیس دیجیتال اینسایز (Insize) 3 متر مدل 21-7302,not_in_catalog_index,,none
4086,7163-1,مگنت تلسکوپی (چراغ دار) اینسایز (Insize) مدل 1-7163,not_in_catalog_index,,none
4085,7161-1,مگنت تلسکوپی اینسایز (Insize) مدل 1-7161,not_in_catalog_index,,none
4084,7145-1,چرخ متر اینسایز (Insize) 0.1 – 9999.9 متر همراه با کوله پشتی مدل 1-7145,not_in_catalog_index,,none
4082,7144-1,چرخ متر اینسایز (Insize) 0.1 – 9999.9 متر مدل 1-7144,not_in_catalog_index,,none
4079,6896-13,ست وی بلوک اینسایز (Insize) مدل 13-6896,not_in_catalog_index,,none
4077,6896-11,ست وی بلوک اینسایز (Insize) مدل 11-6896,not_in_catalog_index,,none
4076,6832-1,گیج جوشکاری اینسایز (Insize) مدل 1-6832,not_in_catalog_index,,none
4074,6566-2,مرکزیاب نوری اینسایز (Insize) مدل 2-6566,not_in_catalog_index,,none
4072,6520-87,گیره دقیق اینسایز (Insize) 0-87 مدل 87-6520,not_in_catalog_index,,none
4071,6520-67,گیره دقیق اینسایز (Insize) 0-67 مدل 67-6520,not_in_catalog_index,,none
4069,6511-24,پارالل گیج اینسایز (Insize) مدل 24-6511,not_in_catalog_index,,none
4068,6300,پایه میکرومتر اینسایز (Insize) مدل 6300,not_in_catalog_index,,none
4066,6298-2,پایه ساعت شیطانکی اینسایز (Insize) مدل 2-6298,not_in_catalog_index,,none
4065,6228-40,پایه ساعت هیدرولیکی کوچک اینسایز (Insize) 40 کیلویی مدل 40-6228,not_in_catalog_index,,none
4064,6226-80,پایه ساعت اینسایز (Insize) بدون مگنت مدل 80-6226,not_in_catalog_index,,none
4062,6224-40,پایه ساعت کوچک اینسایز (Insize) 40 کیلویی مدل 40-6224,not_in_catalog_index,,none
4060,63B2Y10-5201,گیج فشار لوله اینسایز (Insize) مدل 63B2Y10-5201,not_in_catalog_index,,none
4058,5013,ست 13 پارچه لوازم اندازه گیری اینسایز (Insize) مدل 5013,not_in_catalog_index,,none
4056,4917-30,تراز لیزری اینسایز (Insize) مدل 30-4917,not_in_catalog_index,,none
4054,4852-3,گیج مخروطی اینسایز (Insize) 3-16 میلیمتر مدل 3-4852,not_in_catalog_index,,none
4053,4852-30,گیج مخروطی اینسایز (Insize) 30-45 میلیمتر مدل 30-4852,not_in_catalog_index,,none
4051,4852-15,گیج مخروطی اینسایز (Insize) 15-30 میلیمتر مدل 15-4852,not_in_catalog_index,,none
4049,4851-1,گیج جوش اینسایز (Insize) مدل 1-4851,not_in_catalog_index,,none
4048,4845-2,گیج فیلم مرطوب اینسایز (Insize) 25-3000 میکرون مدل 2-4845,not_in_catalog_index,,none
4046,4841-1,گیج هایلو سینگل اینسایز (Insize) مدل 1-4841,not_in_catalog_index,,none
4045,4837-1,گپ گیج با خط کش اینسایز (Insize) 29-1 میلیمتر مدل 1-4837,not_in_catalog_index,,none
4044,4836-2,گیج جوش فلت اینسایز (Insize) مدل 2-4836,not_in_catalog_index,,none
4042,4834-1,گیج جوش اینسایز (Insize) مدل 1-4834,not_in_catalog_index,,none
4040,4833-4,گپ سنج اینسایز (Insize) 60-45 میلی متر مدل 4-4833,not_in_catalog_index,,none
4039,4833-3,گپ سنج اینسایز (Insize) 30-45 میلی متر مدل 3-4833,not_in_catalog_index,,none
4037,4833-2,گپ سنج اینسایز (Insize) 30-15 میلی متر مدل 2-4833,not_in_catalog_index,,none
4036,4832-1,گیج جوشکاری فلت اینسایز (Insize) مدل 1-4832,not_in_catalog_index,,none
4034,4830,گیج جوش اینسایز (Insize) مدل 4830,not_in_catalog_index,,none
4033,4829-1,گپ گیج با خط کش اینسایز (Insize) 15-0.8،طول خط کش 15 سانت مدل 1-4829,not_in_catalog_index,,none
4032,4796-75,گونیا صنعتی اینسایز (Insize) 75×50 میلیمتر مدل 75-4796,not_in_catalog_index,,none
4031,4796-50,گونیا صنعتی اینسایز (Insize) 50×30 میلیمتر مدل 50-4796,not_in_catalog_index,,none
4030,4790-075,گونیا مویی اینسایز (Insize) 75×50 میلی متر مدل 075-4790,not_in_catalog_index,,none
4028,4790-050,گونیا مویی اینسایز (Insize) 40×50 میلی متر مدل 050-4790,not_in_catalog_index,,none
4024,4168-S25,ساچمه های اندازه گیری فولادی اینسایز (Insize) 25 پارچه مدل 4168-S25,not_in_catalog_index,,none
4023,4139-8P,گیج رزوه برو نرو توپی اینسایز (Insize) 8×1mm مدل 8P-4139,not_in_catalog_index,,none
4022,4139-6G,گیج رزوه برو نرو توپی اینسایز (Insize) 6×0.5mm مدل 6G-4139,not_in_catalog_index,,none
4020,4139-5G,گیج رزوه برو نرو توپی اینسایز (Insize) 5×0.5mm مدل 5G-4139,not_in_catalog_index,,none
4019,4139-4G,گیج رزوه برو نرو توپی اینسایز (Insize) 4×0.5mm مدل 4G-4139,not_in_catalog_index,,none
4018,4139-30T,گیج رزوه برو نرو توپی اینسایز (Insize) 30×2mm مدل 30T-4139,not_in_catalog_index,,none
4017,4139-28T,گیج رزوه برو نرو توپی اینسایز (Insize) 28×2mm مدل 28T-4139,not_in_catalog_index,,none
4016,4139-27T,گیج رزوه برو نرو توپی اینسایز (Insize) 27×2mm مدل 27T-4139,not_in_catalog_index,,none
4014,4139-26T,گیج رزوه برو نرو توپی اینسایز (Insize) 26×2mm مدل 26T-4139,not_in_catalog_index,,none
4012,4139-25T,گیج رزوه برو نرو توپی اینسایز (Insize) 25×2mm مدل 25T-4139,not_in_catalog_index,,none
4011,4139-24T,گیج رزوه برو نرو توپی اینسایز (Insize) 24×2mm مدل 24T-4139,not_in_catalog_index,,none
4010,4139-22T,گیج رزوه برو نرو توپی اینسایز (Insize) 22×2mm مدل 22T-4139,not_in_catalog_index,,none
4008,4139-20T,گیج رزوه برو نرو توپی اینسایز (Insize) 20×2mm مدل 20T-4139,not_in_catalog_index,,none
4007,4139-18T,گیج رزوه برو نرو توپی اینسایز (Insize) 18×2mm مدل 18T-4139,not_in_catalog_index,,none
4005,4139-16R,گیج رزوه برو نرو توپی اینسایز (Insize) 16×1.5mm مدل 16R-4139,not_in_catalog_index,,none
4003,4139-14R,گیج رزوه برو نرو توپی اینسایز (Insize) 14×1.5mm مدل 14R-4139,not_in_catalog_index,,none
4001,4139-12R,گیج رزوه برو نرو توپی اینسایز (Insize) 12×1.5mm مدل 12R-4139,not_in_catalog_index,,none
3999,4139-10Q,گیج رزوه برو نرو توپی اینسایز (Insize) 10×1.25mm مدل 10Q-4139,not_in_catalog_index,,none
3997,4130-1,گیج رزوه برو نرو توپی اینسایز (Insize) 1×0.25mm مدل 1-4130,not_in_catalog_index,,none
3995,4129-8PN,گیج رینگی نرو اینسایز (Insize) 1-8 میلی متر مدل 8PN-4129,not_in_catalog_index,,none
3994,4129-8P,گیج رینگی برو اینسایز (Insize) 1-8 میلی متر مدل 8P-4129,not_in_catalog_index,,none
3992,4129-30TN,گیج رینگی نرو اینسایز (Insize) 2-30 میلی متر مدل 30TN-4129,not_in_catalog_index,,none
3990,4129-30T,گیج رینگی برو اینسایز (Insize) 2-30 میلی متر مدل 30T-4129,not_in_catalog_index,,none
3989,4129-28TN,گیج رینگی نرو اینسایز (Insize) 2-28 میلی متر مدل 28TN-4129,not_in_catalog_index,,none
3987,4129-28T,گیج رینگی برو اینسایز (Insize) 2-28 میلی متر مدل 28T-4129,not_in_catalog_index,,none
3985,4129-27TN,گیج رینگی نرو اینسایز (Insize) 2-27 میلی متر مدل 27TN-4129,not_in_catalog_index,,none
3984,4129-27T,گیج رینگی برو اینسایز (Insize) 2-27 میلی متر مدل 27T-4129,not_in_catalog_index,,none
3982,4129-26TN,گیج رینگی نرو اینسایز (Insize) 2-26 میلی متر مدل 26TN-4129,not_in_catalog_index,,none
3981,4129-26T,گیج رینگی برو اینسایز (Insize) 2-26 میلی متر مدل 26T-4129,not_in_catalog_index,,none
3980,4129-25TN,گیج رینگی نرو اینسایز (Insize) 2-25 میلی متر مدل 25TN-4129,not_in_catalog_index,,none
3978,4129-25T,گیج رینگی برو اینسایز (Insize) 2-25 میلی متر مدل 25T-4129,not_in_catalog_index,,none
3976,4129-24TN,گیج رینگی نرو اینسایز (Insize) 2-24 میلی متر مدل 24TN-4129,not_in_catalog_index,,none
3975,4129-24T,گیج رینگی برو اینسایز (Insize) 2-24 میلی متر مدل 24T-4129,not_in_catalog_index,,none
3973,4129-22TN,گیج رینگی نرو اینسایز (Insize) 2-22 میلی متر مدل 22TN-4129,not_in_catalog_index,,none
3972,4129-22T,گیج رینگی برو اینسایز (Insize) 2-22 میلی متر مدل 22T-4129,not_in_catalog_index,,none
3970,4129-20TN,گیج رینگی نرو اینسایز (Insize) 2-20 میلی متر مدل 20TN-4129,not_in_catalog_index,,none
3969,4129-20T,گیج رینگی برو اینسایز (Insize) 2-20 میلی متر مدل 20T-4129,not_in_catalog_index,,none
3968,4129-18TN,گیج رینگی نرو اینسایز (Insize) 2-18 میلی متر مدل 18TN-4129,not_in_catalog_index,,none
3967,4129-18T,گیج رینگی برو اینسایز (Insize) 2-18 میلی متر مدل 18T-4129,not_in_catalog_index,,none
3965,4129-16RN,گیج رینگی نرو اینسایز (Insize) 1.5-16 میلی متر مدل 16RN-4129,not_in_catalog_index,,none
3964,4129-16R,گیج رینگی برو اینسایز (Insize) 1.5-16 میلی متر مدل 16R-4129,not_in_catalog_index,,none
3963,4129-14RN,گیج رینگی نرو اینسایز (Insize) 1.5-14 میلی متر مدل 14RN-4129,not_in_catalog_index,,none
3962,4129-14R,گیج رینگی برو اینسایز (Insize) 1.5-14 میلی متر مدل 14R-4129,not_in_catalog_index,,none
3960,4129-12RN,گیج رینگی نرو اینسایز (Insize) 1.5-12 میلی متر مدل 12RN-4129,not_in_catalog_index,,none
3959,4129-12R,گیج رینگی برو اینسایز (Insize) 1.5-12 میلی متر مدل 12R-4129,not_in_catalog_index,,none
3957,4129-10QN,گیج رینگی نرو اینسایز (Insize) 1.25-10 میلی متر مدل 10QN-4129,not_in_catalog_index,,none
3956,4129-10Q,گیج رینگی برو اینسایز (Insize) 1.25-10 میلی متر مدل 10Q-4129,not_in_catalog_index,,none
3954,3227-6,میکرومتر اینسایز (Insize) 5-6 میلی متری داخل سه فک مدل 6-3227,not_in_catalog_index,,none
3946,3127-6,میکرومتر داخل سه فک دیجیتال اینسایز (Insize) 5-6 میلی متر مدل 6-3127,not_in_catalog_index,,none
3944,3127-5,میکرومتر داخل سه فک دیجیتال اینسایز (Insize) 4-5 میلی متر مدل 5-3127,not_in_catalog_index,,none
3942,4100-8,جعبه راپورتر 8 پارچه اینسایز (Insize) سایز 500-100 مدل 8-4100,not_in_catalog_index,,none
3940,A25-3560,میکرومتر لوله یک سر کروی دیجیتال اینسایز (Insize) مدل A25-3560,not_in_catalog_index,,none
3938,3540-50,عمق سنج میله ای دیجیتال اینسایز (Insize) 0-50 میلی متر مدل 50-3540,not_in_catalog_index,,none
3937,3358-25,میکرومتر دیجیتال پاسومتر اینسایز (Insize) جهت سری کاری مدل 25-3358,not_in_catalog_index,,none
3936,3332-25,میکرومتر پاسومتر اینسایز (Insize) 0-25 میلی متر مدل 25-3332,not_in_catalog_index,,none
3935,3287-25B,میکرومتر داخل شیار اینسایز (Insize) 0-25 میلی متر مدل 25B-3287,not_in_catalog_index,,none
3933,3260-25SA,میکرومتر لوله دو سر کروی اینسایز (Insize) 0-25 میلی متر مدل 25SA-3260,not_in_catalog_index,,none
3931,3101-25,میکرومتر دیجیتال اینسایز (Insize) خارج سنج 25-0 میلیمتر مدل 25-3101,not_in_catalog_index,,none
3929,2878-6A,پایه ضخامت سنج اینسایز (Insize) همراه با ساعت دیجیتال مدل 6A-2878,not_in_catalog_index,,none
3928,2878-71B,پایه ضخامت سنج گرانیت اینسایز (Insize) همراه با ساعت دیجیتال مدل 71B-2878,not_in_catalog_index,,none
3927,2875-30,ضخامت سنج ساعتی بازوبلند اینسایز (Insize) عمق 30 سانت کورس 5.5 مدل 30-2875,not_in_catalog_index,,none
3922,2365-10,ضخامت سنج ساعتی بازو بلند اینسایز (Insize) 10 میلیمتر مدل 10-2365,not_in_catalog_index,,none
3920,2199-1,متر دیجیتال و ژیروسکوپ 2 محوره اینسایز (Insize) مدل 1-2199,not_in_catalog_index,,none
3919,2198-2,شیب سنج و سطح سنج دیجیتال اینسایز (Insize) مدل 2-2198,not_in_catalog_index,,none
3918,A25-2164,ضخامت سنج دیجیتال 3 منظوره اینسایز (Insize) مدل A25-2164,not_in_catalog_index,,none
3917,2163-25,ضخامت سنج دیجیتال اینسایز (Insize) مدل 25-2163,not_in_catalog_index,,none
3915,2153-10,گیج داخل سیلندر اینسایز (Insize) 6-10 میلی متری مدل 10-2153,not_in_catalog_index,,none
3914,2122-35,گیج داخل سیلندر اینسایز (Insize) دیجیتال 35-18 میلی متری مدل 35-2122,ambiguous_letter_suffixes,"2122-35A,2122-35AWP",low
3913,2122-60,گیج داخل سیلندر اینسایز (Insize) دیجیتال 60-35 میلی متری مدل 60-2122,not_in_catalog_index,,none
3911,2115-25,ساعت اندیکاتور دیجیتال (ضدآب ) اینسایز (Insize) مدل 25-2115,not_in_catalog_index,,none
3909,2115-10,ساعت اندیکاتور دیجیتال (ضدآب ) اینسایز (Insize) مدل 10-2115,not_in_catalog_index,,none
3907,1205-300S,کولیس استنلس استیل معمولی اینسایز (Insize) 30 سانت مدل 300S-1205,not_in_catalog_index,,none
3901,1141-1000,عمق سنج دیجیتال اینسایز (Insize) 1 متری مدل 1000-1141,not_in_catalog_index,,none
3895,0312-TH50,رطوبت سنج / دماسنج اینسایز (Insize) مدل 0312-TH50,not_in_catalog_index,,none
3894,C520-0222,ترمومتر لیزری اینسایز (Insize) مدل C520-0222,not_in_catalog_index,,none
3893,A900-0215,ترمومتر لیزری اینسایز (Insize) 135 گرمی مدل A900-0215,not_in_catalog_index,,none
3892,4166-3D,ست پین گیج اینسایز (Insize) 3.5 – 3 میلی متر 51 پارچه مدل 3D-4166,not_in_catalog_index,,none
3891,4166-10,ست پین گیج اینسایز (Insize) 9.5-10 میلی متر 51 پارچه مدل 10-4166,not_in_catalog_index,,none
3889,4130-30,گیج رزوه برو نرو توپی اینسایز (Insize) 30×3.5mm مدل 30-4130,not_in_catalog_index,,none
3887,4130-27,گیج رزوه برو نرو توپی اینسایز (Insize) 27x3mm مدل 27-4130,not_in_catalog_index,,none
3886,4130-24,گیج رزوه برو نرو توپی اینسایز (Insize) 24x3mm مدل 24-4130,not_in_catalog_index,,none
3885,4130-22,گیج رزوه برو نرو توپی اینسایز (Insize) 22×2.5mm مدل 22-4130,not_in_catalog_index,,none
3884,4130-20,گیج رزوه برو نرو توپی اینسایز (Insize) 20×2.5mm مدل 20-4130,not_in_catalog_index,,none
3883,4130-18,گیج رزوه برو نرو توپی اینسایز (Insize) 18×2.5mm مدل 18-4130,not_in_catalog_index,,none
3882,4130-16,گیج رزوه برو نرو توپی اینسایز (Insize) 16x2mm مدل 16-4130,not_in_catalog_index,,none
3881,4130-14,گیج رزوه برو نرو توپی اینسایز (Insize) 14x2mm مدل 14-4130,not_in_catalog_index,,none
3880,4130-12,گیج رزوه برو نرو توپی اینسایز (Insize) 12×1.75mm مدل 12-4130,not_in_catalog_index,,none
3878,4130-10,گیج رزوه برو نرو توپی اینسایز (Insize) 10×1.5mm مدل 10-4130,not_in_catalog_index,,none
3876,4130-8,گیج رزوه برو نرو توپی اینسایز (Insize) 8×1.25mm مدل 8-4130,not_in_catalog_index,,none
3874,4130-6,گیج رزوه برو نرو توپی اینسایز (Insize) 6x1mm مدل 6-4130,not_in_catalog_index,,none
3873,4130-5,گیج رزوه برو نرو توپی اینسایز (Insize) 5×0.8mm مدل 5-4130,not_in_catalog_index,,none
3872,4130-4,گیج رزوه برو نرو توپی اینسایز (Insize) 4*0.7mm مدل 4-4130,not_in_catalog_index,,none
3871,N30-4120,گیج رینگی نرو اینسایز (Insize) 3.5-30 میلی متر مدل N30-4120,not_in_catalog_index,,none
3869,4120-30,گیج رینگی برو اینسایز (Insize) 3.5-30 میلی متر مدل 30-4120,not_in_catalog_index,,none
3867,N27-4120,گیج رینگی نرو اینسایز (Insize) 3-27 میلی متر مدل N27-4120,not_in_catalog_index,,none
3865,4120-27,گیج رینگی برو اینسایز (Insize) 3-27 میلی متر مدل 27-4120,not_in_catalog_index,,none
3863,N24-4120,گیج رینگی نرو اینسایز (Insize) 3-24 میلی متر مدل N24-4120,not_in_catalog_index,,none
3862,4120-24,گیج رینگی برو اینسایز (Insize) 3-24 میلی متر مدل 24-4120,not_in_catalog_index,,none
3861,N22-4120,گیج رینگی نرو اینسایز (Insize) 2.5-22 میلی متر مدل N22-4120,not_in_catalog_index,,none
3859,4120-22,گیج رینگی برو اینسایز (Insize) 2.5-22 میلی متر مدل 22-4120,not_in_catalog_index,,none
3858,N20-4120,گیج رینگی نرو اینسایز (Insize) 2.5-20 میلی متر مدل N20-4120,not_in_catalog_index,,none
3857,4120-20,گیج رینگی برو اینسایز (Insize) 2.5-20 میلی متر مدل 20-4120,not_in_catalog_index,,none
3856,N18-4120,گیج رینگی نرو اینسایز (Insize) 2.5-18 میلی متر مدل N18-4120,not_in_catalog_index,,none
3855,4120-18,گیج رینگی برو اینسایز (Insize) 2.5-18 میلی متر مدل 18-4120,not_in_catalog_index,,none
3854,N16-4120,گیج رینگی نرو اینسایز (Insize) 2-16 میلی متر مدل N16-4120,not_in_catalog_index,,none
3853,4120-16,گیج رینگی برو اینسایز (Insize) 2-16 میلی متر مدل 16-4120,not_in_catalog_index,,none
3852,N14-4120,گیج رینگی نرو اینسایز (Insize) 2-14 میلی متر مدل N14-4120,not_in_catalog_index,,none
3850,4120-14,گیج رینگی برو اینسایز (Insize) 2-14 میلی متر مدل 14-4120,not_in_catalog_index,,none
3849,N12-4120,گیج رینگی نرو اینسایز (Insize) 1.75-12 میلی متر مدل N12-4120,not_in_catalog_index,,none
3848,4120-12,گیج رینگی برو اینسایز (Insize) 1.75-12 میلی متر مدل 12-4120,not_in_catalog_index,,none
3846,N10-4120,گیج رینگی نرو اینسایز (Insize) 1.5-10 میلی متر مدل N10-4120,not_in_catalog_index,,none
3845,4120-10,گیج رینگی برو اینسایز (Insize) 1.5-10میلی متر مدل 10-4120,not_in_catalog_index,,none
3844,N8-4120,گیج رینگی نرو اینسایز (Insize) 1.25-8 میلی متر مدل N8-4120,not_in_catalog_index,,none
3843,ISU-200D,ضخامت سنج لوله دیجیتال التراسونیک اینسایز (Insize) مدل ISU-200D,not_in_catalog_index,,none
3841,4608-31,فیلر اینسایز (Insize) 32 تیغ مدل 31-4608,not_in_catalog_index,,none
3840,4208-1,گیج اینسایز (Insize) مدل 1-4208,not_in_catalog_index,,none
3839,ISU-100D,ضخامت سنج لوله دیجیتال التراسونیک اینسایز (Insize) مدل ISU-100D,not_in_catalog_index,,none
3837,ISQ-RM30,غلظت‌ سنج اینسایز (Insize) مدل ISQ-RM30,not_in_catalog_index,,none
3835,ISO-1000FN,ضخامت سنج رنگ و پوشش اینسایز (Insize) مدل ISO-1000FN,not_in_catalog_index,,none
3834,ISH-STD,پایه سختی سنج اینسایز (Insize) مدل ISH-STD,not_in_catalog_index,,none
3833,ISH-STAC,پایه سختی سنج اینسایز (Insize) مدل ISH-STAC,not_in_catalog_index,,none
3832,ISH-PHB,سختی سنج فلزات اینسایز (Insize) مدل ISH-PHB,not_in_catalog_index,,none
3830,ISF-MT500,پایه تست نیروسنج اینسایز (Insize) مدل ISF-MT500,not_in_catalog_index,,none
3828,HDT-LP200,سختی سنج فلزات اینسایز (Insize) مدل HDT-LP200,not_in_catalog_index,,none
3827,9561-70B,متر لیزری اینسایز (Insize) 70 متری مدل9561-70B,not_in_catalog_index,,none
3826,9561-50B,متر لیزری اینسایز (Insize) 50 متری مدل 9561-50B,not_in_catalog_index,,none
3825,9501-1200,ضخامت سنج رنگ و پوشش اینسایز (Insize) مدل 1200-9501,not_in_catalog_index,,none
3824,7600-6,شمارانداز 6 رقمی اینسایز (Insize) مدل 6-7600,not_in_catalog_index,,none
3823,7524-10,عینک ذره‌ بین 10X اینسایز (Insize) مدل 10-7524,not_in_catalog_index,,none
3821,7351-EX12,رابط بور گیج اینسایز (Insize) مدل 7351-EX12,not_in_catalog_index,,none
3820,7230,سوزن خط کش فلزی اینسایز (INSIZE) مدل 7230,not_in_catalog_index,,none
3818,7160-2,آینه بازرسی تلسکوپی اینسایز (INSIZE) مدل 2-7160,not_in_catalog_index,,none
3816,7160-1,آینه بازرسی تلسکوپی اینسایز (INSIZE) مدل 1-7160,not_in_catalog_index,,none
3815,7142-5,متر 5 متری اینسایز (Insize) مدل 5-7142,not_in_catalog_index,,none
3814,6557-50,زد سنج (رفرنس یاب محور Z) مگنت دار اینسایز (Insize) مدل 50-6557,not_in_catalog_index,,none
3813,6377-25W,هد میکرومتر اینسایز (Insize) فک بدون چرخش مدل 25W-6377,not_in_catalog_index,,none
3812,6297-1A,پایه ساعت شیطونکی اینسایز (Insize) مدل 1A-6297,not_in_catalog_index,,none
3811,6295-1A,پایه ساعت شیطونکی اینسایز (Insize) مدل 1A-6295,not_in_catalog_index,,none
3810,A1-6294,پایه ساعت شیطونکی اینسایز (Insize) مدل A1-6294,not_in_catalog_index,,none
3808,6293-2,پایه ساعت شیطونکی اینسایز (Insize) مدل 2-6293,not_in_catalog_index,,none
3807,6293-1,پایه ساعت شیطونکی اینسایز (Insize) مدل 1-6293,not_in_catalog_index,,none
3805,6291-1,پایه ساعت شیطونکی اینسایز (Insize) 8 میلی‌ متری مدل 1-6291,not_in_catalog_index,,none
3804,6282-1601,پراب سرسوزنی اینسایز (Insize) مدل 1601-6282,not_in_catalog_index,,none
3802,6282-1203,پراب سرتخت اینسایز (Insize) مدل 1203-6282,not_in_catalog_index,,none
3801,6282-1201,پراب سرتخت اینسایز (Insize) مدل 1201-6282,not_in_catalog_index,,none
3800,6282-1102,پراب سرتخت اینسایز (Insize) مدل 1102-6282,not_in_catalog_index,,none
3799,6229-80,پایه ساعت اندیکاتور اینسایز (Insize) هیدرولیکی مدل 80-6229,not_in_catalog_index,,none
3798,6229-60,پایه ساعت اندیکاتور اینسایز (Insize) هیدرولیکی مدل 60-6229,not_in_catalog_index,,none
3796,6215-60,پایه ساعت اندیکاتور اینسایز (Insize) برای سطح ناهموار مدل 60-6215,not_in_catalog_index,,none
3795,6210-80,پایه ساعت اندیکاتور اینسایز (Insize) مگنتی مدل 80-6210,not_in_catalog_index,,none
