product_id,sku,brand,category,active_block,availability_block,price_block,image_block,other_block,block_count
2161,526-123,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,True,True,True,False,4
2162,526-153,Mitutoyo | میتوتویو,گیج داخل سیلندر,True,True,True,True,False,4
2163,293-821,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2164,293-240,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2165,293-241,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2166,293-242,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2167,293-243,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2170,103-139,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2171,103-140,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2172,103-141,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2173,103-142,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2181,422-230,Mitutoyo | میتوتویو,انواع میکرومتر,True,True,True,True,False,4
2182,147-103,Mitutoyo | میتوتویو,انواع میکرومتر,True,False,False,True,False,2
2183,500-173,Mitutoyo | میتوتویو,انواع کولیس,True,False,False,True,False,2
2184,500-500-10,Mitutoyo | میتوتویو,انواع کولیس,False,True,True,False,False,2
2185,500-501,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
2186,500-502,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
2187,551-204,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
2188,551-206-10,Mitutoyo | میتوتویو,انواع کولیس,False,True,True,False,False,2
2189,551-207,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
2191,573-605,Mitutoyo | میتوتویو,انواع کولیس,False,True,True,False,False,2
2192,573-642,Mitutoyo | میتوتویو,انواع کولیس,False,True,True,False,False,2
2193,573-645,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
2194,573-646,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
2195,573-661,Mitutoyo | میتوتویو,شابلون,False,True,True,False,False,2
2196,573-191,Mitutoyo | میتوتویو,انواع کولیس,True,True,True,True,False,4
